question,workflow,tools
我饿了,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
我有点饿了,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
我饿了去哪吃饭,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
我饿了学校哪里有吃的,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
现在有点饿去哪吃,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
想吃饭了,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
现在想吃饭了,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
想吃饭去哪比较方便,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
学校哪里适合吃饭,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
附近哪里能吃饭,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
学校哪里能吃饭,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
学校哪里可以吃饭,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
校内哪里能吃饭,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
校园里哪里有吃的,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
在学校去哪吃饭,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
附近有什么吃的,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
学校附近有什么吃的,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
附近哪里有饭吃,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
周边有什么能吃的,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
附近吃饭去哪,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
我想去饭堂,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
想去饭堂吃饭,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
饭堂在哪里,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
学校饭堂怎么去,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
现在想去饭堂,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
哪里有饭吃,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
学校哪里有饭吃,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
饭点去哪吃饭,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
我想打球,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
学校哪里能打球,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
想找地方打球,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
校内哪里可以打球,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
我想去运动场打球,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
想运动一下,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
学校哪里能运动,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
想找地方运动一下,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
校内哪里适合运动,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
想去体育馆运动,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
我不舒服,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
身体不舒服去哪看,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
不舒服可以去哪里,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
我不舒服想看医生,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
学校哪里能看病,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
我想去校医院,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
校医院在哪里,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
学校医院怎么去,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
我想去校医院看一下,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
校医院怎么走,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
快递到了去哪拿,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
学校快递去哪取,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
快递点在哪里,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
取快递去哪里,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
我的快递到了在哪里拿,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
校园卡没钱了,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
校园卡怎么充值,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
校园卡余额不够怎么办,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
学校校园卡在哪里充钱,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
校园卡没钱去哪里处理,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
我想洗澡,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
学校哪里能洗澡,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
宿舍洗澡怎么弄,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
洗澡热水怎么用,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
校内洗澡去哪里,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
宿舍没电了怎么办,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
宿舍断电了怎么办,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
宿舍电费怎么充,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
宿舍没电去哪处理,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
宿舍用电不够了怎么办,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
华工有哪些食堂,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
请问华工有哪些食堂,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
我想知道华工有哪些食堂,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
麻烦告诉我华工有哪些食堂,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
能不能告诉我华工有哪些食堂,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
校园卡丢了怎么办,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
请问校园卡丢了怎么办,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
我想知道校园卡丢了怎么办,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
麻烦告诉我校园卡丢了怎么办,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
能不能告诉我校园卡丢了怎么办,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
图书馆在哪里,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
请问图书馆在哪里,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
我想知道图书馆在哪里,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
麻烦告诉我图书馆在哪里,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
能不能告诉我图书馆在哪里,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
校医院几点上班,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
请问校医院几点上班,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
我想知道校医院几点上班,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
麻烦告诉我校医院几点上班,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
能不能告诉我校医院几点上班,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
学生证丢了怎么补办,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
请问学生证丢了怎么补办,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
我想知道学生证丢了怎么补办,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
麻烦告诉我学生证丢了怎么补办,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
能不能告诉我学生证丢了怎么补办,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
宿舍用电怎么充值,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
请问宿舍用电怎么充值,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
我想知道宿舍用电怎么充值,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
麻烦告诉我宿舍用电怎么充值,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
能不能告诉我宿舍用电怎么充值,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
明天食堂开门吗,KNOWLEDGE_QA,GET_CURRENT_TIME|SEARCH_PUBLIC_KNOWLEDGE
请问明天食堂开门吗,KNOWLEDGE_QA,GET_CURRENT_TIME|SEARCH_PUBLIC_KNOWLEDGE
我想知道明天食堂开门吗,KNOWLEDGE_QA,GET_CURRENT_TIME|SEARCH_PUBLIC_KNOWLEDGE
麻烦告诉我明天食堂开门吗,KNOWLEDGE_QA,GET_CURRENT_TIME|SEARCH_PUBLIC_KNOWLEDGE
能不能告诉我明天食堂开门吗,KNOWLEDGE_QA,GET_CURRENT_TIME|SEARCH_PUBLIC_KNOWLEDGE
今天图书馆开放吗,KNOWLEDGE_QA,GET_CURRENT_TIME|SEARCH_PUBLIC_KNOWLEDGE
请问今天图书馆开放吗,KNOWLEDGE_QA,GET_CURRENT_TIME|SEARCH_PUBLIC_KNOWLEDGE
我想知道今天图书馆开放吗,KNOWLEDGE_QA,GET_CURRENT_TIME|SEARCH_PUBLIC_KNOWLEDGE
麻烦告诉我今天图书馆开放吗,KNOWLEDGE_QA,GET_CURRENT_TIME|SEARCH_PUBLIC_KNOWLEDGE
能不能告诉我今天图书馆开放吗,KNOWLEDGE_QA,GET_CURRENT_TIME|SEARCH_PUBLIC_KNOWLEDGE
周末体育馆能去吗,KNOWLEDGE_QA,GET_CURRENT_TIME|SEARCH_PUBLIC_KNOWLEDGE
请问周末体育馆能去吗,KNOWLEDGE_QA,GET_CURRENT_TIME|SEARCH_PUBLIC_KNOWLEDGE
我想知道周末体育馆能去吗,KNOWLEDGE_QA,GET_CURRENT_TIME|SEARCH_PUBLIC_KNOWLEDGE
麻烦告诉我周末体育馆能去吗,KNOWLEDGE_QA,GET_CURRENT_TIME|SEARCH_PUBLIC_KNOWLEDGE
能不能告诉我周末体育馆能去吗,KNOWLEDGE_QA,GET_CURRENT_TIME|SEARCH_PUBLIC_KNOWLEDGE
晚上还能去饭堂吗,KNOWLEDGE_QA,GET_CURRENT_TIME|SEARCH_PUBLIC_KNOWLEDGE
请问晚上还能去饭堂吗,KNOWLEDGE_QA,GET_CURRENT_TIME|SEARCH_PUBLIC_KNOWLEDGE
我想知道晚上还能去饭堂吗,KNOWLEDGE_QA,GET_CURRENT_TIME|SEARCH_PUBLIC_KNOWLEDGE
麻烦告诉我晚上还能去饭堂吗,KNOWLEDGE_QA,GET_CURRENT_TIME|SEARCH_PUBLIC_KNOWLEDGE
能不能告诉我晚上还能去饭堂吗,KNOWLEDGE_QA,GET_CURRENT_TIME|SEARCH_PUBLIC_KNOWLEDGE
下周一教务处上班吗,KNOWLEDGE_QA,GET_CURRENT_TIME|SEARCH_PUBLIC_KNOWLEDGE
请问下周一教务处上班吗,KNOWLEDGE_QA,GET_CURRENT_TIME|SEARCH_PUBLIC_KNOWLEDGE
我想知道下周一教务处上班吗,KNOWLEDGE_QA,GET_CURRENT_TIME|SEARCH_PUBLIC_KNOWLEDGE
麻烦告诉我下周一教务处上班吗,KNOWLEDGE_QA,GET_CURRENT_TIME|SEARCH_PUBLIC_KNOWLEDGE
能不能告诉我下周一教务处上班吗,KNOWLEDGE_QA,GET_CURRENT_TIME|SEARCH_PUBLIC_KNOWLEDGE
国庆校医院开不开,KNOWLEDGE_QA,GET_CURRENT_TIME|SEARCH_PUBLIC_KNOWLEDGE
请问国庆校医院开不开,KNOWLEDGE_QA,GET_CURRENT_TIME|SEARCH_PUBLIC_KNOWLEDGE
我想知道国庆校医院开不开,KNOWLEDGE_QA,GET_CURRENT_TIME|SEARCH_PUBLIC_KNOWLEDGE
麻烦告诉我国庆校医院开不开,KNOWLEDGE_QA,GET_CURRENT_TIME|SEARCH_PUBLIC_KNOWLEDGE
能不能告诉我国庆校医院开不开,KNOWLEDGE_QA,GET_CURRENT_TIME|SEARCH_PUBLIC_KNOWLEDGE
我现在饿了,KNOWLEDGE_QA,GET_CURRENT_TIME|SEARCH_PUBLIC_KNOWLEDGE
请问我现在饿了,KNOWLEDGE_QA,GET_CURRENT_TIME|SEARCH_PUBLIC_KNOWLEDGE
我想知道我现在饿了,KNOWLEDGE_QA,GET_CURRENT_TIME|SEARCH_PUBLIC_KNOWLEDGE
麻烦告诉我我现在饿了,KNOWLEDGE_QA,GET_CURRENT_TIME|SEARCH_PUBLIC_KNOWLEDGE
能不能告诉我我现在饿了,KNOWLEDGE_QA,GET_CURRENT_TIME|SEARCH_PUBLIC_KNOWLEDGE
今晚图书馆几点关门,KNOWLEDGE_QA,GET_CURRENT_TIME|SEARCH_PUBLIC_KNOWLEDGE
请问今晚图书馆几点关门,KNOWLEDGE_QA,GET_CURRENT_TIME|SEARCH_PUBLIC_KNOWLEDGE
我想知道今晚图书馆几点关门,KNOWLEDGE_QA,GET_CURRENT_TIME|SEARCH_PUBLIC_KNOWLEDGE
麻烦告诉我今晚图书馆几点关门,KNOWLEDGE_QA,GET_CURRENT_TIME|SEARCH_PUBLIC_KNOWLEDGE
能不能告诉我今晚图书馆几点关门,KNOWLEDGE_QA,GET_CURRENT_TIME|SEARCH_PUBLIC_KNOWLEDGE
明天有什么作业要交吗,AGENT_TASK,GET_CURRENT_TIME|SEARCH_USER_SCHEDULE|SEARCH_USER_TODO|SEARCH_GLOBAL_KNOWLEDGE
请问明天有什么作业要交吗,AGENT_TASK,GET_CURRENT_TIME|SEARCH_USER_SCHEDULE|SEARCH_USER_TODO|SEARCH_GLOBAL_KNOWLEDGE
我想知道明天有什么作业要交吗,AGENT_TASK,GET_CURRENT_TIME|SEARCH_USER_SCHEDULE|SEARCH_USER_TODO|SEARCH_GLOBAL_KNOWLEDGE
麻烦告诉我明天有什么作业要交吗,AGENT_TASK,GET_CURRENT_TIME|SEARCH_USER_SCHEDULE|SEARCH_USER_TODO|SEARCH_GLOBAL_KNOWLEDGE
能不能告诉我明天有什么作业要交吗,AGENT_TASK,GET_CURRENT_TIME|SEARCH_USER_SCHEDULE|SEARCH_USER_TODO|SEARCH_GLOBAL_KNOWLEDGE
我明天有哪些事情,AGENT_TASK,GET_CURRENT_TIME|SEARCH_USER_SCHEDULE|SEARCH_USER_TODO|SEARCH_GLOBAL_KNOWLEDGE
请问我明天有哪些事情,AGENT_TASK,GET_CURRENT_TIME|SEARCH_USER_SCHEDULE|SEARCH_USER_TODO|SEARCH_GLOBAL_KNOWLEDGE
我想知道我明天有哪些事情,AGENT_TASK,GET_CURRENT_TIME|SEARCH_USER_SCHEDULE|SEARCH_USER_TODO|SEARCH_GLOBAL_KNOWLEDGE
麻烦告诉我我明天有哪些事情,AGENT_TASK,GET_CURRENT_TIME|SEARCH_USER_SCHEDULE|SEARCH_USER_TODO|SEARCH_GLOBAL_KNOWLEDGE
能不能告诉我我明天有哪些事情,AGENT_TASK,GET_CURRENT_TIME|SEARCH_USER_SCHEDULE|SEARCH_USER_TODO|SEARCH_GLOBAL_KNOWLEDGE
我下周什么时候有空,AGENT_TASK,GET_CURRENT_TIME|SEARCH_USER_SCHEDULE|SEARCH_USER_TODO|SEARCH_GLOBAL_KNOWLEDGE
请问我下周什么时候有空,AGENT_TASK,GET_CURRENT_TIME|SEARCH_USER_SCHEDULE|SEARCH_USER_TODO|SEARCH_GLOBAL_KNOWLEDGE
我想知道我下周什么时候有空,AGENT_TASK,GET_CURRENT_TIME|SEARCH_USER_SCHEDULE|SEARCH_USER_TODO|SEARCH_GLOBAL_KNOWLEDGE
麻烦告诉我我下周什么时候有空,AGENT_TASK,GET_CURRENT_TIME|SEARCH_USER_SCHEDULE|SEARCH_USER_TODO|SEARCH_GLOBAL_KNOWLEDGE
能不能告诉我我下周什么时候有空,AGENT_TASK,GET_CURRENT_TIME|SEARCH_USER_SCHEDULE|SEARCH_USER_TODO|SEARCH_GLOBAL_KNOWLEDGE
帮我安排明天的学习,AGENT_TASK,GET_CURRENT_TIME|SEARCH_USER_SCHEDULE|SEARCH_USER_TODO|SEARCH_GLOBAL_KNOWLEDGE
请帮我安排明天的学习,AGENT_TASK,GET_CURRENT_TIME|SEARCH_USER_SCHEDULE|SEARCH_USER_TODO|SEARCH_GLOBAL_KNOWLEDGE
麻烦帮我安排明天的学习,AGENT_TASK,GET_CURRENT_TIME|SEARCH_USER_SCHEDULE|SEARCH_USER_TODO|SEARCH_GLOBAL_KNOWLEDGE
能不能帮我安排明天的学习,AGENT_TASK,GET_CURRENT_TIME|SEARCH_USER_SCHEDULE|SEARCH_USER_TODO|SEARCH_GLOBAL_KNOWLEDGE
可以帮我安排明天的学习,AGENT_TASK,GET_CURRENT_TIME|SEARCH_USER_SCHEDULE|SEARCH_USER_TODO|SEARCH_GLOBAL_KNOWLEDGE
帮我看看今天怎么规划,AGENT_TASK,GET_CURRENT_TIME|SEARCH_USER_SCHEDULE|SEARCH_USER_TODO|SEARCH_GLOBAL_KNOWLEDGE
请帮我看看今天怎么规划,AGENT_TASK,GET_CURRENT_TIME|SEARCH_USER_SCHEDULE|SEARCH_USER_TODO|SEARCH_GLOBAL_KNOWLEDGE
麻烦帮我看看今天怎么规划,AGENT_TASK,GET_CURRENT_TIME|SEARCH_USER_SCHEDULE|SEARCH_USER_TODO|SEARCH_GLOBAL_KNOWLEDGE
能不能帮我看看今天怎么规划,AGENT_TASK,GET_CURRENT_TIME|SEARCH_USER_SCHEDULE|SEARCH_USER_TODO|SEARCH_GLOBAL_KNOWLEDGE
可以帮我看看今天怎么规划,AGENT_TASK,GET_CURRENT_TIME|SEARCH_USER_SCHEDULE|SEARCH_USER_TODO|SEARCH_GLOBAL_KNOWLEDGE
根据我的课程表安排明天,AGENT_TASK,GET_CURRENT_TIME|SEARCH_USER_SCHEDULE|SEARCH_USER_TODO|SEARCH_GLOBAL_KNOWLEDGE
请根据我的课程表安排明天,AGENT_TASK,GET_CURRENT_TIME|SEARCH_USER_SCHEDULE|SEARCH_USER_TODO|SEARCH_GLOBAL_KNOWLEDGE
麻烦根据我的课程表安排明天,AGENT_TASK,GET_CURRENT_TIME|SEARCH_USER_SCHEDULE|SEARCH_USER_TODO|SEARCH_GLOBAL_KNOWLEDGE
帮我根据我的课程表安排明天,AGENT_TASK,GET_CURRENT_TIME|SEARCH_USER_SCHEDULE|SEARCH_USER_TODO|SEARCH_GLOBAL_KNOWLEDGE
能不能根据我的课程表安排明天,AGENT_TASK,GET_CURRENT_TIME|SEARCH_USER_SCHEDULE|SEARCH_USER_TODO|SEARCH_GLOBAL_KNOWLEDGE
帮我制定期末复习计划,AGENT_TASK,GET_CURRENT_TIME|SEARCH_USER_SCHEDULE|SEARCH_USER_TODO|SEARCH_GLOBAL_KNOWLEDGE
请帮我制定期末复习计划,AGENT_TASK,GET_CURRENT_TIME|SEARCH_USER_SCHEDULE|SEARCH_USER_TODO|SEARCH_GLOBAL_KNOWLEDGE
麻烦帮我制定期末复习计划,AGENT_TASK,GET_CURRENT_TIME|SEARCH_USER_SCHEDULE|SEARCH_USER_TODO|SEARCH_GLOBAL_KNOWLEDGE
能不能帮我制定期末复习计划,AGENT_TASK,GET_CURRENT_TIME|SEARCH_USER_SCHEDULE|SEARCH_USER_TODO|SEARCH_GLOBAL_KNOWLEDGE
可以帮我制定期末复习计划,AGENT_TASK,GET_CURRENT_TIME|SEARCH_USER_SCHEDULE|SEARCH_USER_TODO|SEARCH_GLOBAL_KNOWLEDGE
今晚先写什么作业,AGENT_TASK,GET_CURRENT_TIME|SEARCH_USER_SCHEDULE|SEARCH_USER_TODO|SEARCH_GLOBAL_KNOWLEDGE
请问今晚先写什么作业,AGENT_TASK,GET_CURRENT_TIME|SEARCH_USER_SCHEDULE|SEARCH_USER_TODO|SEARCH_GLOBAL_KNOWLEDGE
我想知道今晚先写什么作业,AGENT_TASK,GET_CURRENT_TIME|SEARCH_USER_SCHEDULE|SEARCH_USER_TODO|SEARCH_GLOBAL_KNOWLEDGE
麻烦告诉我今晚先写什么作业,AGENT_TASK,GET_CURRENT_TIME|SEARCH_USER_SCHEDULE|SEARCH_USER_TODO|SEARCH_GLOBAL_KNOWLEDGE
能不能告诉我今晚先写什么作业,AGENT_TASK,GET_CURRENT_TIME|SEARCH_USER_SCHEDULE|SEARCH_USER_TODO|SEARCH_GLOBAL_KNOWLEDGE
帮我制定明天的日程表,AGENT_TASK,GET_CURRENT_TIME|SEARCH_USER_SCHEDULE|SEARCH_USER_TODO|SEARCH_GLOBAL_KNOWLEDGE
请帮我制定明天的日程表,AGENT_TASK,GET_CURRENT_TIME|SEARCH_USER_SCHEDULE|SEARCH_USER_TODO|SEARCH_GLOBAL_KNOWLEDGE
麻烦帮我制定明天的日程表,AGENT_TASK,GET_CURRENT_TIME|SEARCH_USER_SCHEDULE|SEARCH_USER_TODO|SEARCH_GLOBAL_KNOWLEDGE
